idx,review_id,title_clean,text_clean,rating,sentiment_class,date,year,month,quarter,period,trip_type,reviewer_type,reviewer_name,word_count,like_count,has_images,image_count,image_urls,has_sacred_content,has_ritual,has_actor,has_space,has_spiritual,has_festival,has_rule,language,is_translated,original_language,review_link
3409,665730427,Sacred Hindu temple,A famous and sacred Hindu temple complex that is located on the banks of the Bagmati River. Worth to visit Heritage site !,5,positive,2019-04-12,2019,4,2,pre_covid_peak,,likely_tourist,Walkabout,23,0,False,0,,True,False,False,True,True,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r665730427-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3410,666112932,Holy place,"A Hindu temple that should not be missed if you visit Nepal , very holy and good place to visit. I feel very good and awesome after visiting there , very well maintained temple.",4,positive,2019-04-13,2019,4,2,pre_covid_peak,family,likely_pilgrim,Siddhant,34,0,False,0,,True,False,False,False,True,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r666112932-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3411,666115212,saturday,beauty place..not visit at weekend cuz its a lot of people and almost impossible to go inside. when u like hiking near is budha tempel on hill,4,positive,2019-04-13,2019,4,2,pre_covid_peak,,likely_tourist,vendig0,27,1,False,0,,False,False,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r666115212-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3412,666222404,Must See in Kathmandu,An ancient temple with many stories associated with it. A must see for anyone visiting Kathmandu. Recommend visiting around 6 00 pm in the evening to catch the Aarti.,5,positive,2019-04-14,2019,4,2,pre_covid_peak,business,likely_tourist,sundara,29,2,False,0,,True,True,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r666222404-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3413,666224376,Scam from the beginning.,"The biggest tourist trap or conjob we ever met. 1000 rupees each for entrance, the ticket guy followed us in (a group of 8) despite the fact we did not request for any guides. Throughout the ""tour"" we were provide illogical and out of the world information which was rubbish to us as we have some knowledge about Hinduism. The guide asked us to go near some priest constantly smoking marijuana. With a few blessing words and a red dot on the forehead, the demanded for 20usd for a 2 min ritual. At the end of the 30 mins tour, the guide demanded for another 1000rupee from each of us. We didn't agree as it was not stated before hand. Out of courtesy, we tried to tip him 800 rupee, in which he did not accept and started to berate and curse us. Fortunately we left safely.",1,negative,2019-04-14,2019,4,2,pre_covid_peak,friends,likely_tourist,Jhchee,147,0,False,0,,True,True,True,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r666224376-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3414,666574644,Impressive,"Impressive area, with some Nice tempels and views. Ofcourse with the Ghat s as highlights. Strange, educational experience for a non-Hindu I guess. Go see them. Be respectful!",5,positive,2019-04-15,2019,4,2,pre_covid_peak,couples,likely_tourist,marcoovw,28,0,False,0,,True,False,False,True,False,False,True,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r666574644-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3415,666685401,Intriguing and possibly disturbing experience,Pashupati Nath Temple is supposedly one of the holiest places for Hindus. Temple is dedicated to Lord Shiva and only Hindus are permitted to enter. Right next to it is the Temple of Guheshwori on the banks of the holy Bagmati river. There you can witness cremations on raised platforms going on nonstop. A very unique experience for an outsider to say the least.,5,positive,2019-04-15,2019,4,2,pre_covid_peak,friends,likely_tourist,TLS71,64,0,False,0,,True,True,False,True,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r666685401-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3416,666821273,Very nice temple,Visited the temple and had dharshan of Lord pashupatinath ji .the temple is beautiful and all the small temples around main temple are very beautiful. God bless you all.,5,positive,2019-04-16,2019,4,2,pre_covid_peak,couples,likely_tourist,P L Thakur,29,0,True,1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/2e/56/7b/img-20190415-125949-largejpg.jpg,False,False,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r666821273-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3417,666876150,Not for the faint hearted.,Major cremation site for Kathmandu Hindus. All through the day and night bodies are cremated on platforms on the river bank. Although slightly macabre it is a fascinating spectacle. Further along from the Ghatts are structures containing Shiva Lingams and here you will find Saddhus ( holy men). There is also one of Hindus most sacred temples containing a huge statue of Nandi (Shivas Bull) although sadly only Hindus can enter. But you can stand at the gate and catch a view of his back end. An interesting place to spend a couple of hours .,4,positive,2019-04-16,2019,4,2,pre_covid_peak,friends,likely_tourist,karmabuddha,96,1,False,0,,True,True,False,True,True,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r666876150-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3418,666971763,Major Hindu Temple,This is the main Hindu temple in Kathmandu. Unfortunately it is only open to Hindu. Non-believers can circle outside and peek over the walls to see some of the icons and activities. Some activities also spill outside.,4,positive,2019-04-16,2019,4,2,pre_covid_peak,couples,likely_tourist,Hockeydad900,37,0,False,0,,False,False,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r666971763-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3419,667127718,Just awesome,We were thrilled to enter this temple and be enveloped in a different scene from the rest of the city altogether. A must see temple for all who visit Nepal. We were awestruck by the beauty of the architecture and the holiness of the entire place. Very wonderful experience.,5,positive,2019-04-17,2019,4,2,pre_covid_peak,couples,likely_tourist,radharani9,49,1,False,0,,True,False,False,False,True,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r667127718-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3420,667076443,Need to repair,can visit this temple but as hindu .but hard to find even a toilet. the infrastructure is too old and need to repair most of the things,3,neutral,2019-04-17,2019,4,2,pre_covid_peak,family,likely_pilgrim,Ichiban321,27,1,False,0,,False,False,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r667076443-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3421,667098130,A bit discouraging and disorientating,"The lack of signage and direction is what makes this place so frustrating. We wandered around not really knowing where to go until we were barked at by staff and redirected to a poorly advertised ticket booth. After paying 1000 Nepalese Rupee each we were asked if we wanted a guide and we declined. We appreciated the offer but had already paid for a few guides at previous attractions and just wanted to go at our own pace this time. We had sort of assumed that if we made our way up to the river we would be able to see the cremations taking place but we seemed to be fenced off from the river so we followed along the fence line trying to find out how we could see the river. Other people seemed to be standing on the other side of the fence but we could never work out how they got there which was so frustrating. And it wasn t just a matter of staring through the bars because there was two lots of fencing with a gap in the middle so we couldn t get close enough. None of the other tourists seemed to have a guide and even though the temple grounds cover a vast area we seemed to quickly exhaust the areas that were accessible. There were these huge concrete steps that seemed to go on forever but we were pretty reluctant to go to the top of those. We didn t really know where they led and we were struggling a bit with the air quality so getting up those steps really did feel like going up Mt Everest. We realised though that everywhere else was a bit of a dead end and having paid for the attraction we wanted to get some value out of the experience. Once we got to the top we followed along a path that seemed to go on forever. People were walking in the opposite direction so we were concerned that at the end of this trek we may have to turn around and the stairs had started to descend so it wouldn t all be downhill on the return. I felt as though we were walking parallel with the river but the river was completely obscured from view, we could only see snatches of it through gaps in the trees. Perhaps there were no cremations happening that day or perhaps I didn t really understand the point of the tourist attraction. We speculated that they intentionally make it so unclear so people resort to paying for a guide but we were too stubborn. Anyway, after walking for what seemed like forever we exited the temple on the opposite side which did lead us out to the river but there was nothing particular to see there. I don t mean to sound so whingey but it did cost us 2000 Rupee altogether. Overall it was a bit disappointing.",3,neutral,2019-04-17,2019,4,2,pre_covid_peak,friends,likely_tourist,Aussie_Binturong,491,0,False,0,,True,True,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r667098130-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3422,667355901,One of a kind experience,After paying fee 1000 rp and some more for local guide we had unique experience from local culture. We saw ceremony for dead people. Toke picture with holy man and fed some monkey. This place is must see,5,positive,2019-04-18,2019,4,2,pre_covid_peak,friends,likely_tourist,Čestmír T,38,1,True,3,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/33/78/78/dsc-0268-largejpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/33/78/79/dsc-0258-largejpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/33/78/7a/dsc-0259-largejpg.jpg,True,True,True,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r667355901-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3423,667546336,A must must see in Kathmandu,"Pashupatinath is perhaps the most revered Hindu temples in Kathmandu. It is a beautiful temple with good vibrations. If one has the time one should attend the evening Arti, it is simply divine. And one should also visit the caves of Tilopa and Naropa in the same complex.",5,positive,2019-04-19,2019,4,2,pre_covid_peak,family,likely_pilgrim,AshokWahi,48,0,True,4,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/36/02/2e/photo0jpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/36/02/2f/photo1jpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/36/02/30/photo2jpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/36/02/31/photo3jpg.jpg,True,False,False,False,True,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r667546336-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3424,667594306,Holi,"One of the most holiest place for Hindus in Nepal. If you are not Hindu or a Buddhist, you can't go in, but it's still worth a visit because you feel how important the place is.",5,positive,2019-04-19,2019,4,2,pre_covid_peak,solo,mixed,Marco Saaltink,36,0,False,0,,False,False,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r667594306-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3425,667606165,A different world,"The temple and surrounding area were heavily crowded due to some celebrations going on. In addition, the close by holy river is used to dispose of the ashes of the deceased, who are burnt in big wooden fires on the banks of the river. Deceased's feet are first washed, a ritual we witnessed. What a different world this is.",4,positive,2019-04-19,2019,4,2,pre_covid_peak,couples,likely_tourist,FrankNamibia,59,0,True,6,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/36/d3/d5/20190413-104056-largejpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/36/d3/d6/20190413-104107-largejpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/36/d3/d7/20190413-104838-largejpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/36/d3/d8/20190413-104935-largejpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/36/d3/d9/20190413-104101-largejpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/36/d3/da/20190413-102721-largejpg.jpg,True,True,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r667606165-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3426,667761451,impressed,"I have been to this temple several times. The temple is only accessible to Hindus, Hindus do not pay 1000 NPR but are not allowed in bit they can see the temple complex. There is a lot to see, the burnings, the sadhus, the old temples at the end of the complex, that unfortunately have been damaged by the earthquake. And don't forget the aarti. Because there was so much to experience, I went there a few times.",5,positive,2019-04-20,2019,4,2,pre_covid_peak,solo,mixed,Annelies,78,0,True,5,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/38/d7/35/pashupatinath-tempel.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/38/d7/36/pashupatinath-tempel.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/38/d7/37/pashupatinath-tempel.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/38/d7/38/pashupatinath-tempel.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/38/d7/39/pashupatinath-tempel.jpg,True,True,True,False,False,False,True,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r667761451-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
